lot_id,run_id,panel_id,tool_id,chamber,sample_id,x_index,y_index,x_mm,y_mm,zone,source_temp_c,substrate_temp_c,pressure_mTorr,oxygen_flow_sccm,nitrogen_flow_sccm,deposition_rate_a_s,target_thickness_nm,thickness_nm,thickness_error_nm,abs_error_nm,sheet_resistance_ohm_sq,luminance_cd_m2,voltage_v,particle_count,dark_spot_count,defect_type,pass_fail,yield_score
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_86_04,86,4,20.02,-14.3,edge,119.283,83.002,2.7833,18.113,42.232,1.4131,100.0,100.987,0.987,0.987,15.072,779.01,3.1893,0,0,none,pass,96.946
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_87_04,87,4,20.54,-14.3,edge,119.266,83.485,2.7668,18.242,42.377,1.4055,100.0,101.517,1.517,1.517,15.091,759.47,3.1818,2,0,particle,fail,84.113
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_88_04,88,4,21.06,-14.3,edge,120.243,83.158,2.7467,18.235,42.235,1.4214,100.0,101.344,1.344,1.344,14.842,775.47,3.1563,0,0,none,pass,96.249
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_89_04,89,4,21.58,-14.3,edge,119.104,83.388,2.7679,18.133,42.126,1.4147,100.0,101.324,1.324,1.324,15.405,778.06,3.198,0,0,none,pass,97.98
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_90_04,90,4,22.1,-14.3,edge,120.788,83.064,2.7674,18.114,41.976,1.4286,100.0,100.813,0.813,0.813,14.758,782.36,3.1423,1,0,none,pass,93.568
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_91_04,91,4,22.62,-14.3,edge,120.553,82.933,2.776,18.098,42.411,1.4289,100.0,101.803,1.803,1.803,14.73,776.12,3.1905,0,0,none,pass,94.268
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_92_04,92,4,23.14,-14.3,edge,119.84,83.658,2.7641,18.232,42.284,1.412,100.0,101.618,1.618,1.618,14.803,776.5,3.2065,0,0,none,pass,96.527
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_93_04,93,4,23.66,-14.3,edge,118.711,83.333,2.7781,18.062,42.259,1.3822,100.0,102.265,2.265,2.265,14.758,764.88,3.1843,0,0,none,pass,93.91
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_94_04,94,4,24.18,-14.3,edge,120.116,83.484,2.765,18.095,42.183,1.4341,100.0,101.886,1.886,1.886,14.954,745.05,3.2405,2,0,particle,fail,85.238
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_95_04,95,4,24.7,-14.3,edge,120.584,83.383,2.7559,18.028,42.294,1.4187,100.0,101.506,1.506,1.506,14.858,776.17,3.157,0,0,none,pass,98.896
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_00_05,0,5,-24.7,-13.78,edge,120.003,82.197,2.7469,18.135,42.361,1.4179,100.0,101.862,1.862,1.862,15.247,735.96,3.2307,3,0,particle,fail,80.935
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_01_05,1,5,-24.18,-13.78,edge,119.083,82.342,2.7537,18.097,42.27,1.4037,100.0,101.396,1.396,1.396,15.094,774.07,3.1683,0,0,none,pass,95.187
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_02_05,2,5,-23.66,-13.78,edge,120.231,82.12,2.753,18.313,42.244,1.4101,100.0,101.373,1.373,1.373,15.106,758.67,3.2146,1,0,none,pass,95.015
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_03_05,3,5,-23.14,-13.78,edge,119.578,81.847,2.7641,18.211,42.466,1.4005,100.0,101.269,1.269,1.269,14.724,782.1,3.1621,0,0,none,pass,96.037
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_04_05,4,5,-22.62,-13.78,edge,118.637,82.29,2.7592,18.198,42.347,1.3908,100.0,101.144,1.144,1.144,14.773,770.57,3.1375,0,1,none,pass,92.535
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_05_05,5,5,-22.1,-13.78,edge,117.62,82.239,2.8111,18.316,42.209,1.3857,100.0,102.509,2.509,2.509,15.077,744.38,3.1864,0,0,none,pass,95.773
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_06_05,6,5,-21.58,-13.78,edge,120.438,81.919,2.7784,18.273,42.409,1.4298,100.0,101.537,1.537,1.537,15.034,780.6,3.1376,0,0,none,pass,97.069
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_07_05,7,5,-21.06,-13.78,edge,119.651,82.297,2.7677,18.413,42.119,1.4058,100.0,101.941,1.941,1.941,14.718,767.33,3.2008,0,0,none,pass,95.498
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_08_05,8,5,-20.54,-13.78,edge,118.99,82.235,2.7697,18.287,42.297,1.3981,100.0,102.083,2.083,2.083,15.009,754.37,3.1863,1,1,none,fail,89.812
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_09_05,9,5,-20.02,-13.78,edge,118.835,82.174,2.7858,18.362,42.388,1.4067,100.0,102.43,2.43,2.43,14.745,760.1,3.1785,0,1,none,pass,92.255
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_10_05,10,5,-19.5,-13.78,edge,118.933,81.936,2.7779,18.326,42.431,1.4172,100.0,101.901,1.901,1.901,14.866,742.77,3.1651,1,0,none,pass,93.991
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_11_05,11,5,-18.98,-13.78,edge,118.663,82.305,2.7648,18.309,42.101,1.37,100.0,102.237,2.237,2.237,14.789,766.38,3.1903,0,0,none,pass,95.246
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_12_05,12,5,-18.46,-13.78,edge,119.945,82.313,2.7481,18.269,42.423,1.4164,100.0,102.156,2.156,2.156,14.747,761.03,3.1923,0,0,none,pass,93.935
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_13_05,13,5,-17.94,-13.78,edge,121.685,82.268,2.7668,18.384,42.246,1.4465,100.0,102.005,2.005,2.005,15.173,773.44,3.1782,0,0,none,pass,96.716
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_14_05,14,5,-17.42,-13.78,edge,119.001,82.549,2.7471,18.268,42.208,1.3983,100.0,102.168,2.168,2.168,14.71,766.19,3.1904,0,0,none,pass,95.272
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_15_05,15,5,-16.9,-13.78,edge,118.905,82.254,2.7581,18.222,42.159,1.4032,100.0,101.939,1.939,1.939,15.204,766.93,3.1556,1,0,none,pass,92.509
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_16_05,16,5,-16.38,-13.78,edge,118.956,81.944,2.7449,18.278,42.35,1.4157,100.0,102.387,2.387,2.387,14.597,749.28,3.2245,1,0,none,pass,91.706
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_17_05,17,5,-15.86,-13.78,edge,120.303,82.076,2.7813,18.275,42.14,1.4354,100.0,102.381,2.381,2.381,14.87,751.44,3.2056,1,0,none,pass,92.466
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_18_05,18,5,-15.34,-13.78,edge,120.217,82.611,2.7914,18.293,42.046,1.4043,100.0,102.404,2.404,2.404,14.586,755.64,3.2304,1,0,none,pass,93.013
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_19_05,19,5,-14.82,-13.78,edge,119.018,82.195,2.7973,18.233,42.319,1.404,100.0,103.178,3.178,3.178,14.622,756.19,3.1767,0,0,none,pass,94.169
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_20_05,20,5,-14.3,-13.78,edge,120.264,82.996,2.7678,18.373,41.963,1.416,100.0,103.29,3.29,3.29,14.887,751.47,3.1958,0,0,none,pass,94.602
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_21_05,21,5,-13.78,-13.78,edge,118.281,82.751,2.7466,18.286,42.334,1.3937,100.0,102.887,2.887,2.887,14.595,745.05,3.2297,1,1,none,fail,89.105
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_22_05,22,5,-13.26,-13.78,edge,120.068,82.31,2.7494,18.247,42.341,1.4125,100.0,103.295,3.295,3.295,14.517,758.09,3.2091,0,0,none,pass,93.046
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_23_05,23,5,-12.74,-13.78,edge,119.394,81.878,2.758,18.218,42.242,1.4109,100.0,102.203,2.203,2.203,14.741,758.16,3.1973,0,0,none,pass,94.558
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_24_05,24,5,-12.22,-13.78,edge,118.951,82.23,2.7759,18.187,42.08,1.4029,100.0,102.011,2.011,2.011,14.672,773.18,3.1575,0,0,none,pass,95.035
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_25_05,25,5,-11.7,-13.78,edge,120.793,82.229,2.7769,18.28,42.201,1.437,100.0,102.784,2.784,2.784,14.922,751.48,3.2047,0,0,none,pass,96.496
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_26_05,26,5,-11.18,-13.78,edge,119.161,82.541,2.7669,18.159,42.326,1.4023,100.0,102.483,2.483,2.483,14.571,736.81,3.238,1,0,none,pass,92.847
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_27_05,27,5,-10.66,-13.78,edge,118.848,82.573,2.7527,18.206,42.265,1.3836,100.0,102.215,2.215,2.215,14.927,767.31,3.1901,1,0,none,pass,94.501
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_28_05,28,5,-10.14,-13.78,edge,119.843,82.408,2.7615,18.186,42.214,1.3991,100.0,102.749,2.749,2.749,14.868,756.59,3.1847,0,0,none,pass,94.237
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_29_05,29,5,-9.62,-13.78,edge,119.401,82.93,2.7899,18.163,42.365,1.3925,100.0,102.772,2.772,2.772,14.863,748.52,3.1579,0,0,none,pass,96.113
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_30_05,30,5,-9.1,-13.78,edge,121.189,82.527,2.7658,18.32,42.141,1.4304,100.0,102.455,2.455,2.455,14.708,739.79,3.2073,0,1,none,fail,90.8
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_31_05,31,5,-8.58,-13.78,edge,119.351,82.448,2.7604,18.072,42.252,1.4369,100.0,102.385,2.385,2.385,14.999,753.57,3.2359,1,0,none,pass,91.815
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_32_05,32,5,-8.06,-13.78,edge,120.589,82.785,2.7467,18.29,42.245,1.4371,100.0,102.368,2.368,2.368,14.827,753.05,3.1913,0,0,none,pass,97.411
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_33_05,33,5,-7.54,-13.78,edge,119.798,82.288,2.7807,18.17,42.243,1.4257,100.0,102.771,2.771,2.771,14.835,759.19,3.1934,0,0,none,pass,96.044
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_34_05,34,5,-7.02,-13.78,edge,119.142,82.513,2.783,18.203,42.016,1.4107,100.0,102.532,2.532,2.532,14.785,754.09,3.2083,0,0,none,pass,97.875
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_35_05,35,5,-6.5,-13.78,edge,120.306,82.432,2.756,18.097,42.177,1.4368,100.0,102.154,2.154,2.154,14.802,765.16,3.2253,0,0,none,pass,95.048
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_36_05,36,5,-5.98,-13.78,edge,118.713,82.678,2.7629,18.119,42.088,1.3636,100.0,102.037,2.037,2.037,14.578,766.63,3.1949,1,0,none,pass,93.862
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_37_05,37,5,-5.46,-13.78,edge,118.884,82.685,2.7761,18.122,42.065,1.4068,100.0,101.882,1.882,1.882,15.187,767.59,3.175,1,0,none,pass,93.648
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_38_05,38,5,-4.94,-13.78,edge,119.315,82.832,2.762,18.162,42.167,1.3943,100.0,102.036,2.036,2.036,14.909,760.27,3.1874,0,0,none,pass,95.036
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_39_05,39,5,-4.42,-13.78,edge,117.915,82.902,2.7735,17.981,42.218,1.3888,100.0,102.313,2.313,2.313,15.177,777.63,3.1731,0,0,none,pass,95.155
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_40_05,40,5,-3.9,-13.78,edge,117.888,82.768,2.7931,18.139,42.148,1.4028,100.0,102.884,2.884,2.884,14.657,759.82,3.2134,0,0,none,pass,93.726
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_41_05,41,5,-3.38,-13.78,edge,119.905,82.581,2.7662,18.074,42.303,1.4266,100.0,102.256,2.256,2.256,14.587,763.57,3.2253,0,0,none,pass,95.356
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_42_05,42,5,-2.86,-13.78,edge,119.74,82.968,2.7784,18.174,42.147,1.4324,100.0,101.414,1.414,1.414,15.036,768.62,3.1764,0,0,none,pass,96.148
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_43_05,43,5,-2.34,-13.78,edge,119.319,82.672,2.747,18.13,42.309,1.4137,100.0,100.846,0.846,0.846,14.872,790.46,3.1856,0,0,none,pass,98.629
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_44_05,44,5,-1.82,-13.78,edge,119.805,82.863,2.7739,18.007,42.314,1.4301,100.0,101.092,1.092,1.092,14.975,782.03,3.1835,0,0,none,pass,97.114
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_45_05,45,5,-1.3,-13.78,edge,119.319,82.654,2.7459,18.101,42.143,1.4009,100.0,101.247,1.247,1.247,15.33,777.32,3.1591,0,0,none,pass,97.116
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_46_05,46,5,-0.78,-13.78,edge,119.818,83.024,2.7933,18.071,42.3,1.4217,100.0,101.008,1.008,1.008,14.886,747.85,3.2038,1,1,none,fail,89.629
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_47_05,47,5,-0.26,-13.78,edge,119.767,82.401,2.7526,18.092,42.241,1.4028,100.0,101.641,1.641,1.641,14.497,768.3,3.1948,0,0,none,pass,96.44
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_48_05,48,5,0.26,-13.78,edge,120.467,82.442,2.7889,18.002,42.347,1.4297,100.0,100.882,0.882,0.882,15.041,791.07,3.1951,0,0,none,pass,98.137
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_49_05,49,5,0.78,-13.78,edge,119.621,82.869,2.7455,18.13,42.152,1.3881,100.0,101.505,1.505,1.505,14.942,753.92,3.1726,0,0,none,pass,98.012
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_50_05,50,5,1.3,-13.78,edge,119.495,82.779,2.7819,18.055,42.14,1.4212,100.0,100.958,0.958,0.958,15.186,782.27,3.1953,0,0,none,pass,98.56
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_51_05,51,5,1.82,-13.78,edge,120.807,82.612,2.7473,18.183,42.168,1.4153,100.0,100.832,0.832,0.832,14.942,758.67,3.1891,0,0,none,pass,96.848
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_52_05,52,5,2.34,-13.78,edge,118.681,82.247,2.7885,18.188,42.099,1.384,100.0,101.536,1.536,1.536,14.866,767.82,3.1983,0,0,none,pass,96.73
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_53_05,53,5,2.86,-13.78,edge,120.281,82.531,2.7546,18.105,42.035,1.4185,100.0,101.154,1.154,1.154,14.76,775.56,3.1542,0,0,none,pass,97.261
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_54_05,54,5,3.38,-13.78,edge,120.484,82.4,2.7797,18.084,42.311,1.4348,100.0,99.841,-0.159,0.159,15.277,782.45,3.124,0,0,none,pass,97.682
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_55_05,55,5,3.9,-13.78,edge,119.322,82.701,2.7438,18.137,42.283,1.414,100.0,101.004,1.004,1.004,14.866,771.97,3.1903,0,0,none,pass,97.451
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_56_05,56,5,4.42,-13.78,edge,118.789,82.406,2.7626,18.292,42.113,1.4047,100.0,100.794,0.794,0.794,15.199,790.31,3.2039,0,0,none,pass,98.766
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_57_05,57,5,4.94,-13.78,edge,119.721,83.088,2.7642,18.186,42.292,1.4164,100.0,101.07,1.07,1.07,14.88,775.33,3.1792,0,0,none,pass,97.73
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_58_05,58,5,5.46,-13.78,edge,118.897,83.236,2.7595,18.079,41.98,1.3861,100.0,100.884,0.884,0.884,14.914,786.64,3.1767,0,0,none,pass,98.482
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_59_05,59,5,5.98,-13.78,edge,120.506,82.111,2.7766,18.111,42.45,1.4255,100.0,100.154,0.154,0.154,15.211,793.23,3.1508,0,0,none,pass,97.595
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_60_05,60,5,6.5,-13.78,edge,118.446,82.881,2.7492,18.353,42.256,1.3964,100.0,100.76,0.76,0.76,15.128,772.82,3.1605,0,0,none,pass,97.594
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_61_05,61,5,7.02,-13.78,edge,119.555,83.107,2.7918,18.235,42.234,1.4063,100.0,101.699,1.699,1.699,14.775,774.48,3.1927,1,0,none,pass,94.2
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_62_05,62,5,7.54,-13.78,edge,120.145,83.073,2.7691,18.19,42.201,1.4117,100.0,101.417,1.417,1.417,15.07,769.81,3.1263,0,0,none,pass,95.517
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_63_05,63,5,8.06,-13.78,edge,117.956,82.798,2.7954,18.381,42.255,1.3791,100.0,101.003,1.003,1.003,14.376,792.41,3.1966,0,0,none,pass,97.447
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_64_05,64,5,8.58,-13.78,edge,118.171,82.059,2.7695,18.271,42.193,1.3805,100.0,100.619,0.619,0.619,15.352,797.39,3.1648,0,0,none,pass,97.242
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_65_05,65,5,9.1,-13.78,edge,119.534,82.691,2.7903,18.137,42.122,1.4085,100.0,101.088,1.088,1.088,14.914,759.55,3.2046,1,0,none,pass,94.599
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_66_05,66,5,9.62,-13.78,edge,118.758,82.986,2.7476,18.323,42.03,1.4038,100.0,100.267,0.267,0.267,14.771,780.14,3.1766,0,0,none,pass,99.449
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_67_05,67,5,10.14,-13.78,edge,118.386,82.872,2.7787,18.401,42.416,1.3934,100.0,100.932,0.932,0.932,15.026,774.76,3.1602,0,0,none,pass,97.555
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_68_05,68,5,10.66,-13.78,edge,118.943,82.642,2.7756,18.319,42.266,1.3876,100.0,99.965,-0.035,0.035,14.942,789.55,3.1442,0,0,none,pass,99.36
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_69_05,69,5,11.18,-13.78,edge,119.306,82.768,2.7911,18.32,42.246,1.3807,100.0,100.326,0.326,0.326,15.154,793.35,3.1291,0,0,none,pass,99.198
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_70_05,70,5,11.7,-13.78,edge,119.753,83.703,2.7306,18.381,42.283,1.407,100.0,100.809,0.809,0.809,14.926,774.1,3.1705,0,0,none,pass,98.081
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_71_05,71,5,12.22,-13.78,edge,118.753,83.23,2.7486,18.288,42.103,1.3957,100.0,100.228,0.228,0.228,14.94,807.84,3.1384,0,0,none,pass,97.803
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_72_05,72,5,12.74,-13.78,edge,119.626,82.403,2.7578,18.408,42.218,1.4116,100.0,99.802,-0.198,0.198,14.869,787.04,3.1427,0,0,none,pass,100.0
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_73_05,73,5,13.26,-13.78,edge,118.878,83.091,2.7702,18.262,42.285,1.4077,100.0,100.44,0.44,0.44,15.309,768.77,3.1843,1,0,none,pass,97.538
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_74_05,74,5,13.78,-13.78,edge,119.199,82.765,2.765,18.188,42.413,1.4011,100.0,100.403,0.403,0.403,15.147,768.37,3.1477,0,0,none,pass,96.972
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_75_05,75,5,14.3,-13.78,edge,119.039,82.834,2.7462,18.358,42.068,1.3957,100.0,100.046,0.046,0.046,15.266,788.69,3.1252,0,0,none,pass,98.992
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_76_05,76,5,14.82,-13.78,edge,119.617,83.366,2.7827,18.309,42.1,1.4213,100.0,100.92,0.92,0.92,14.876,772.5,3.1547,1,0,none,pass,93.641
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_77_05,77,5,15.34,-13.78,edge,119.789,83.359,2.7319,18.434,42.132,1.4276,100.0,101.013,1.013,1.013,15.175,776.78,3.1501,0,0,none,pass,96.947
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_78_05,78,5,15.86,-13.78,edge,119.859,82.788,2.7569,18.292,42.252,1.4275,100.0,100.103,0.103,0.103,15.541,785.19,3.1316,0,0,none,pass,99.838
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_79_05,79,5,16.38,-13.78,edge,118.981,82.719,2.778,18.237,41.905,1.4009,100.0,100.564,0.564,0.564,14.989,768.28,3.1796,1,0,none,pass,95.653
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_80_05,80,5,16.9,-13.78,edge,119.305,83.208,2.774,18.386,42.32,1.4074,100.0,100.646,0.646,0.646,15.063,795.72,3.1397,0,0,none,pass,97.27
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_81_05,81,5,17.42,-13.78,edge,118.677,83.098,2.7449,18.279,42.102,1.4045,100.0,100.913,0.913,0.913,15.505,776.33,3.1862,0,0,none,pass,98.013
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_82_05,82,5,17.94,-13.78,edge,119.617,83.083,2.7506,18.263,42.288,1.4051,100.0,100.672,0.672,0.672,15.256,785.89,3.1597,0,0,none,pass,98.415
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_83_05,83,5,18.46,-13.78,edge,119.679,83.151,2.798,18.201,42.353,1.4244,100.0,101.458,1.458,1.458,15.082,755.22,3.1662,0,0,none,pass,95.683
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_84_05,84,5,18.98,-13.78,edge,118.906,83.335,2.7729,18.185,42.274,1.3745,100.0,100.184,0.184,0.184,15.184,789.8,3.1184,0,0,none,pass,99.997
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_85_05,85,5,19.5,-13.78,edge,120.075,83.127,2.7721,18.359,42.329,1.4118,100.0,101.745,1.745,1.745,14.867,774.83,3.2008,0,0,none,pass,95.916
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_86_05,86,5,20.02,-13.78,edge,119.154,83.163,2.7916,18.141,42.265,1.3918,100.0,101.186,1.186,1.186,14.872,768.36,3.1814,0,0,none,pass,98.399
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_87_05,87,5,20.54,-13.78,edge,118.969,83.108,2.7293,18.142,42.281,1.412,100.0,100.899,0.899,0.899,14.998,764.98,3.1437,1,0,none,pass,95.974
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_88_05,88,5,21.06,-13.78,edge,119.608,83.191,2.7612,18.021,42.434,1.4038,100.0,101.076,1.076,1.076,14.842,782.44,3.205,0,0,none,pass,99.198
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_89_05,89,5,21.58,-13.78,edge,119.719,83.681,2.7683,18.25,42.438,1.4117,100.0,101.278,1.278,1.278,14.703,736.44,3.2088,3,0,particle,fail,83.123
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_90_05,90,5,22.1,-13.78,edge,119.291,83.03,2.7844,17.992,42.361,1.423,100.0,100.632,0.632,0.632,14.873,791.9,3.1342,0,0,none,pass,99.52
